Country Group Name,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Advanced economies,Current account balance,U.S. dollars,Billions,-91.68,-56.96,-40.51,-33.93,-51.19,-55.92,-19.28,-43.18,-27.95,-58.13,-84.60,-35.32,-34.90,51.28,9.91,20.07,8.22,66.49,16.21,-95.40,-252.65,-240.83,-235.23,-237.93,-215.27,-393.20,-452.91,-391.39,-585.58,-75.18,6.43,-45.94,42.03,233.25,225.46,272.98,369.25,489.32,398.59,379.26,179.91,339.43,-370.87,-170.18,34.89,156.78,215.97,236.58
Advanced economies,Current account balance,Percent of GDP,,-1.09,-0.67,-0.48,-0.38,-0.55,-0.57,-0.16,-0.31,-0.18,-0.36,-0.46,-0.18,-0.17,0.24,0.05,0.08,0.03,0.27,0.07,-0.36,-0.94,-0.91,-0.85,-0.77,-0.62,-1.08,-1.19,-0.94,-1.33,-0.18,0.02,-0.10,0.09,0.50,0.47,0.60,0.79,1.01,0.78,0.73,0.36,0.61,-0.65,-0.29,0.06,0.24,0.32,0.34
Advanced economies,Imports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4846.34,4980.08,5024.41,5518.09,6130.75,5897.57,6092.49,6985.68,8350.74,9319.66,10512.24,11881.81,13296.55,10466.28,12162.38,14205.80,14105.72,14315.38,14663.60,13163.66,13028.07,14174.06,15506.55,15299.97,13827.40,16718.51,18791.26,19188.54,19944.73,20769.44,21676.18,22591.31
Advanced economies,Exports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4975.40,5156.29,5173.03,5538.05,5979.34,5764.90,5996.64,6875.59,8223.13,9024.10,10154.26,11681.10,12985.66,10518.66,12180.25,14128.51,14123.41,14565.63,14925.41,13502.72,13435.98,14607.14,15857.89,15587.09,14063.51,17045.34,18539.76,19128.30,20097.81,21057.25,22051.10,23014.98
Advanced economies,Financial account balance,U.S. dollars,Billions,-48.06,-22.39,9.66,-10.83,-26.69,-38.27,19.87,-58.42,-35.76,-14.91,-112.88,-65.70,-34.83,33.64,-34.80,55.51,-11.92,-31.31,152.37,-20.39,-315.39,-207.41,-317.74,-307.63,-97.58,-391.38,-511.53,-345.61,-751.86,-59.60,-118.62,-246.33,-136.16,224.90,304.51,282.50,433.39,433.41,480.22,155.87,29.67,465.76,-307.79,-116.32,77.82,171.93,214.71,222.77
Advanced economies,"Direct investment, net",U.S. dollars,Billions,7.84,4.64,2.23,10.69,11.59,23.36,28.22,26.19,48.91,66.30,64.39,74.82,76.06,71.31,103.10,109.19,122.70,131.33,154.42,149.46,-43.45,85.80,61.37,156.34,405.87,137.86,300.98,549.83,658.89,327.09,332.00,370.38,126.97,176.66,244.10,3.22,-246.52,355.45,-53.05,4.25,49.75,501.77,250.40,81.26,74.05,83.43,82.52,92.67
Advanced economies,"Portfolio investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,-20.67,-37.88,-53.47,-40.59,-15.06,-77.31,-151.56,-49.19,-217.74,22.25,-159.94,-193.74,-183.15,135.58,-145.76,-201.06,-5.02,-388.54,-423.32,-694.83,-657.59,-698.48,-944.54,-1559.71,-531.23,-979.64,-1106.13,-249.55,-578.24,57.80,164.08,486.80,-10.10,506.69,57.35,183.15,288.53,-285.56,-198.89,-71.45,1.59,-7.69,14.85
Advanced economies,"Financial derivatives, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.65,19.03,-13.62,10.30,-16.40,6.24,10.08,15.69,10.36,-69.37,174.09,336.40,-133.18,-114.14,-13.70,-97.15,74.69,1.79,-85.57,32.39,21.50,51.69,25.70,89.01,50.55,48.67,52.06,36.33,41.93,35.32,34.26
Advanced economies,"Other investment, net",U.S. dollars,Billions,-35.23,1.20,13.51,-11.46,-18.89,-53.03,-19.32,-153.06,-81.41,-86.39,-148.73,10.73,-50.40,107.73,-211.81,15.15,-35.59,-28.52,-190.45,-135.36,-166.72,-321.70,-123.21,-305.33,-52.75,71.39,-150.67,-195.66,-263.15,-204.77,290.52,153.38,-189.92,398.74,-139.08,-25.62,-18.03,-178.64,-153.01,1.63,-649.98,-1003.30,-342.81,-141.06,-107.26,-103.30,-42.79,-62.19
Advanced economies,Change in reserves,U.S. dollars,Billions,-3.19,-3.47,1.62,14.27,17.34,19.12,49.84,122.45,38.32,30.29,55.20,-11.23,13.39,43.20,56.57,94.49,91.13,39.91,27.28,97.79,88.65,59.07,124.07,241.26,231.26,46.60,106.05,70.64,76.78,482.81,352.88,350.08,273.49,153.20,140.01,226.56,178.47,244.82,127.88,66.92,357.77,627.66,20.97,89.73,145.53,147.61,146.63,142.42
Euro area,"Gross domestic product, constant prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.39,-0.79,2.50,2.90,1.62,2.63,2.99,2.93,3.82,2.17,0.91,0.65,2.28,1.66,3.22,2.99,0.41,-4.50,2.13,1.68,-0.87,-0.24,1.39,2.02,1.86,2.62,1.79,1.59,-6.09,5.24,3.06,0.50,1.79,1.94,1.73,1.46
Euro area,"Gross domestic product, current prices",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6094.43,6721.27,6109.07,6453.16,7616.18,7732.20,6942.05,7106.87,7117.33,6488.96,6584.53,7181.98,8843.84,10137.50,10511.56,11166.87,12865.97,14147.36,12918.83,12648.66,13634.94,12646.55,13195.70,13512.60,11675.80,11969.38,12674.21,13703.61,13417.84,13065.47,14558.64,13973.89,14224.30,14935.33,15625.19,16302.30,16963.10
Euro area,"Gross domestic product, deflator","Index, 2000=100",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.14,67.61,68.88,70.25,73.17,75.06,74.91,75.70,76.91,77.98,79.91,81.87,83.69,85.32,86.92,88.68,90.89,92.76,93.62,94.24,95.24,96.47,97.67,98.59,100.00,100.92,102.04,103.60,105.37,107.18,109.42,114.11,119.19,122.62,125.11,127.48,129.88
Euro area,Output gap,Percent of potential GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.66,0.80,-2.48,-1.89,-1.38,-1.89,-1.39,-0.70,-0.17,1.21,1.25,0.34,-0.70,-0.26,-0.21,1.37,2.90,2.29,-2.88,-1.60,-0.76,-2.31,-3.21,-2.88,-2.30,-1.66,-0.60,-0.15,0.05,-4.47,-1.92,-0.25,-0.78,-0.39,-0.09,0.08,0.11
Euro area,Investment,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,26.20,24.62,22.43,23.47,22.33,21.66,21.83,22.60,22.95,23.57,22.97,22.00,21.96,22.15,22.40,23.38,24.10,23.59,20.36,20.96,21.50,19.98,19.62,19.97,20.38,20.70,21.30,21.90,22.88,22.33,23.02,23.22,22.52,22.31,22.20,22.15,22.13
Euro area,Gross national savings,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.81,22.30,21.97,22.20,22.44,22.17,23.00,23.28,23.53,22.81,22.72,22.47,22.16,23.22,22.80,23.64,24.36,23.00,21.26,21.61,22.43,22.34,22.51,23.00,23.88,24.25,24.95,25.41,25.94,24.99,26.56,24.73,24.45,24.81,24.97,25.00,25.08
Euro area,"Inflation, average consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.63,3.24,2.72,2.45,1.98,1.57,1.10,1.10,2.10,2.34,2.25,2.08,2.15,2.18,2.18,2.14,3.27,0.29,1.62,2.71,2.50,1.35,0.43,0.19,0.24,1.54,1.76,1.20,0.25,2.59,8.31,5.74,2.74,2.19,1.91,1.85
Euro area,"Inflation, end of period consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.22,3.12,2.64,2.34,1.76,1.48,0.75,1.73,2.49,2.05,2.32,1.98,2.32,2.25,1.90,3.07,1.58,0.93,2.21,2.76,2.22,0.85,-0.17,0.25,1.10,1.35,1.52,1.33,-0.27,4.96,8.84,4.47,2.42,2.05,1.88,1.85
Euro area,Volume of imports of goods and services,Percent change,,2.77,-2.07,0.78,0.34,5.69,4.52,5.35,7.91,7.66,9.44,7.72,6.27,3.46,-4.65,8.86,8.60,4.43,9.75,10.30,7.45,12.16,2.77,1.08,3.19,6.68,5.97,8.62,6.99,-0.30,-11.52,9.26,4.47,-1.20,1.54,4.42,7.44,4.15,4.97,3.81,4.64,-8.80,8.17,6.04,2.98,3.67,3.70,3.52,3.36
Euro area,Volume of imports of goods,Percent change,,3.77,-4.25,0.83,0.32,6.00,4.81,6.24,8.38,8.59,9.70,7.62,7.05,2.45,-5.77,10.42,9.34,3.81,9.76,10.09,7.35,12.17,1.91,1.21,3.83,7.53,6.05,9.26,6.84,-0.50,-12.78,10.27,4.79,-1.94,0.86,3.87,5.64,4.14,5.05,3.85,2.03,-7.05,9.35,5.71,3.02,3.67,3.73,3.58,3.29
Euro area,Volume of exports of goods and services,Percent change,,3.66,6.21,1.03,3.05,8.17,4.33,0.48,2.99,6.77,9.14,7.30,6.76,3.48,1.01,9.23,8.62,5.15,11.14,7.23,5.41,13.24,4.29,2.63,0.99,7.77,5.17,8.77,7.00,0.26,-12.31,10.64,6.61,2.39,2.32,4.29,6.27,2.77,5.56,3.54,2.71,-9.34,10.66,5.55,2.47,3.69,3.82,3.48,3.19
Euro area,Volume of exports of goods,Percent change,,3.48,6.23,0.96,3.13,8.35,4.81,1.11,3.46,7.70,9.47,6.03,8.17,2.94,1.30,10.68,9.88,4.92,10.84,6.18,5.34,13.26,4.28,2.53,1.25,8.02,5.12,9.04,7.27,-0.24,-14.16,12.40,6.90,1.99,1.56,3.46,5.79,2.46,5.23,2.83,1.51,-7.28,10.80,3.69,2.25,3.64,3.76,3.49,3.15
Euro area,Terms of trade of goods and services,Percent change,,-7.52,-5.40,2.09,0.67,-0.72,0.77,9.43,1.70,0.88,-0.88,-1.09,-3.70,1.10,0.30,-0.03,-0.09,0.09,-0.43,1.78,-0.48,-3.03,0.62,1.59,1.42,-0.75,-1.14,-1.25,0.64,-1.74,2.99,-2.14,-2.17,-0.51,0.73,0.66,2.30,1.35,-1.02,-0.71,0.52,1.48,-2.23,-3.52,1.54,0.99,0.29,0.39,0.41
Euro area,Terms of trade of goods,Percent change,,-7.42,-6.32,2.25,0.50,-0.16,0.99,11.81,1.75,0.66,-1.87,-0.19,-5.04,1.87,0.55,0.10,0.18,0.06,-0.57,2.49,-0.62,-3.86,0.75,1.52,1.45,-0.71,-1.63,-1.48,0.62,-1.95,4.11,-2.82,-2.73,-0.44,1.17,1.13,3.13,1.72,-1.65,-1.18,0.87,2.14,-4.17,-4.24,1.82,0.98,0.24,0.24,0.19
Euro area,Unemployment rate,Percent of total labor force,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.21,9.11,9.96,10.62,10.65,10.80,10.80,10.48,9.79,8.98,8.43,8.68,9.12,9.34,9.18,8.48,7.62,7.67,9.68,10.24,10.28,11.45,12.09,11.68,10.93,10.08,9.12,8.23,7.61,7.97,7.73,6.82,7.03,6.93,6.84,6.75,6.72
Euro area,Employment,"Index, 2000=100",,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,91.92,91.20,89.83,89.29,89.82,90.18,90.45,92.08,93.49,95.21,96.73,97.49,97.87,98.51,100.00,101.85,103.87,104.95,102.27,101.67,101.95,101.13,100.45,101.04,102.18,104.02,105.60,107.06,108.37,106.82,108.31,110.45,110.56,n/a,n/a,n/a,n/a
Euro area,General government revenue,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.87,46.00,46.69,46.32,45.66,46.03,46.01,45.75,46.14,45.62,44.93,44.53,44.44,44.14,44.39,44.83,44.96,44.67,44.71,44.59,45.18,46.26,46.88,46.81,46.44,46.26,46.20,46.44,46.27,46.40,47.24,46.87,46.43,46.06,45.89,45.73,45.62
Euro area,General government total expenditure,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.94,51.12,52.54,51.35,53.00,50.39,49.06,48.19,47.65,46.89,46.88,47.20,47.53,47.00,46.98,46.34,45.60,46.84,50.94,50.87,49.42,50.07,49.96,49.30,48.43,47.74,47.14,46.88,46.93,53.45,52.32,50.68,49.73,48.89,48.48,48.27,48.14
Euro area,General government net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.08,-5.12,-5.84,-5.03,-7.33,-4.36,-3.05,-2.45,-1.51,-1.27,-1.95,-2.66,-3.09,-2.86,-2.60,-1.52,-0.65,-2.16,-6.24,-6.28,-4.25,-3.81,-3.07,-2.49,-2.00,-1.48,-0.94,-0.45,-0.66,-7.05,-5.09,-3.81,-3.30,-2.83,-2.59,-2.54,-2.53
Euro area,General government structural balance,Percent of potential GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.29,-3.20,-2.33,-2.08,-1.41,-2.90,-2.60,-2.99,-2.94,-2.97,-2.59,-2.25,-2.21,-3.54,-4.64,-4.70,-3.76,-1.93,-1.01,-0.67,-0.54,-0.51,-0.47,-0.29,-0.51,-4.28,-3.77,-3.53,-2.87,n/a,n/a,n/a,n/a
Euro area,General government primary net lending/borrowing,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.72,-0.41,-1.09,-0.57,-2.68,0.43,1.32,1.60,2.05,2.12,1.28,0.39,-0.20,-0.13,0.02,0.98,1.88,0.40,-3.78,-3.83,-1.65,-1.15,-0.63,-0.19,0.05,0.41,0.81,1.19,0.77,-5.72,-3.78,-2.43,-1.97,-1.52,-1.23,-1.14,-1.06
Euro area,General government net debt,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.98,31.84,32.20,34.28,49.16,53.02,53.24,57.77,57.77,54.94,54.73,54.86,56.39,56.93,57.41,55.70,53.35,54.79,63.03,67.23,69.81,73.55,75.96,76.26,75.10,74.62,72.50,70.74,69.13,79.39,78.63,76.68,76.18,75.57,75.25,75.10,75.17
Euro area,General government gross debt,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71.46,73.49,72.99,72.61,71.59,69.12,68.12,68.07,69.39,69.71,70.41,68.42,66.01,69.70,80.28,85.68,87.57,90.97,92.96,93.12,91.22,90.36,87.85,85.86,83.82,96.91,95.28,92.97,91.30,89.80,88.81,88.12,87.83
Euro area,Current account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,56.94,22.97,-36.11,-94.21,-23.63,43.45,21.66,71.65,11.16,-18.44,5.19,-260.24,-39.91,-41.42,-48.56,123.78,276.14,316.87,313.47,363.99,402.06,397.97,311.08,247.66,356.89,137.30,194.69,291.48,347.88,382.89,424.82
Euro area,Current account balance,Percent of GDP,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.82,0.32,-0.51,-1.45,-0.36,0.61,0.25,0.71,0.11,-0.17,0.04,-1.84,-0.31,-0.33,-0.36,0.98,2.09,2.35,2.69,3.04,3.17,2.90,2.32,1.90,2.45,0.98,1.37,1.95,2.23,2.35,2.50
Euro area,Imports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1075.61,1177.24,1148.33,1180.70,1409.58,1708.68,1934.99,2255.38,2646.40,3044.04,2351.10,2649.21,3107.00,2962.48,3021.32,3118.53,2791.29,2794.06,3074.29,3401.24,3432.97,3093.24,3698.50,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,Exports of goods and services,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1121.28,1169.80,1204.37,1310.18,1544.87,1862.05,2031.58,2308.32,2755.41,3071.50,2469.74,2749.52,3219.51,3223.22,3394.92,3546.36,3236.15,3244.99,3564.43,3877.55,3817.33,3485.73,4149.19,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,Financial account balance,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-23.33,-69.25,25.50,8.74,1.81,87.96,31.73,-4.49,-23.24,-327.37,49.88,-23.04,-48.30,167.65,376.29,372.64,338.50,313.23,392.78,330.32,273.56,222.17,404.70,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,"Direct investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,113.63,12.90,98.21,-21.33,10.87,97.99,253.33,199.57,122.08,318.65,112.60,91.82,134.88,55.20,7.60,89.28,244.32,150.79,74.08,121.21,96.39,-229.16,345.62,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,"Portfolio investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.19,93.35,-65.44,-130.38,-61.44,-55.04,-131.68,-232.30,-171.06,-321.68,-394.13,-107.03,-400.61,-201.49,-65.86,87.04,133.50,529.81,402.55,272.61,-117.48,614.38,505.69,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,"Financial derivatives, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.96,9.38,0.66,11.64,15.55,10.55,21.67,0.70,91.52,72.50,-10.63,-4.36,5.25,38.77,2.01,49.73,126.50,11.21,12.86,46.70,8.59,33.90,82.45,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,"Other investment, net",U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-170.08,-168.66,8.03,146.38,68.30,49.95,-89.18,25.92,-72.75,-409.51,283.39,-13.69,185.18,258.73,424.42,142.19,-177.44,-395.68,-95.51,-140.04,279.35,-211.82,-683.13,n/a,n/a,n/a,n/a,n/a,n/a
Euro area,Change in reserves,U.S. dollars,Billions,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.81,-16.23,-15.96,2.43,-31.47,-15.49,-22.40,1.62,6.97,12.66,58.65,10.22,27.00,16.44,8.12,4.41,11.61,17.10,-1.21,29.84,6.72,14.87,154.07,n/a,n/a,n/a,n/a,n/a,n/a
Major advanced economies (G7),"Gross domestic product, constant prices",Percent change,,0.93,2.01,-0.06,3.33,5.01,3.81,3.08,3.52,4.72,3.79,2.80,1.23,2.13,1.15,3.00,2.49,2.76,3.22,2.87,3.19,3.74,1.21,1.17,1.86,2.90,2.54,2.57,2.05,-0.05,-3.70,2.91,1.64,1.38,1.42,1.84,2.08,1.55,2.23,2.09,1.60,-4.78,5.06,2.03,0.81,1.26,1.74,1.75,1.49
Major advanced economies (G7),"Gross domestic product, current prices",U.S. dollars,Billions,6903.47,7120.25,7088.52,7479.93,7871.56,8345.73,10100.21,11610.01,13059.74,13556.05,14993.05,16064.26,17248.23,17591.91,18805.06,20503.35,20467.02,20197.38,20467.69,21577.20,22091.49,21831.44,22512.22,24852.90,27297.16,28497.70,29722.68,31930.52,33482.58,31881.59,33106.59,35209.91,35377.35,35394.99,36251.56,34798.88,35777.46,37005.88,39059.20,39744.62,38743.30,42426.06,43540.78,45275.21,47133.18,49094.88,51157.52,53146.30
Major advanced economies (G7),"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,6773.78,7561.96,8021.18,8610.77,9364.21,10027.20,10544.09,11184.01,12123.75,13076.45,13941.80,14583.91,15231.18,15766.29,16584.07,17353.66,18157.19,19060.51,19819.12,20731.35,21992.99,22760.87,23385.05,24286.88,25659.36,27134.42,28690.40,30068.01,30627.48,29676.09,30903.44,32059.17,33108.64,34422.56,35562.14,36647.78,37910.50,39517.82,41305.43,42715.31,41145.11,45012.21,49188.98,51351.21,53088.36,55012.10,57037.42,59007.94
Major advanced economies (G7),"Gross domestic product, deflator","Index, 2000=100",,48.56,52.97,56.72,59.57,62.01,64.24,66.20,67.90,70.14,72.87,75.76,79.67,81.85,83.72,85.18,86.80,88.23,89.27,90.12,90.85,92.06,93.55,94.74,96.20,98.02,100.00,102.02,104.17,105.89,106.49,107.26,108.72,110.16,111.69,113.55,114.85,115.99,117.64,119.74,121.64,123.63,127.16,134.00,139.04,142.04,144.40,146.79,149.26
Major advanced economies (G7),"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,28676.13,29040.38,28840.53,29624.94,30926.22,31919.15,32714.99,33669.55,35028.93,36096.25,36776.86,36890.26,37374.02,37501.73,38370.88,39074.88,39888.70,40907.49,41820.03,42887.79,44219.75,44489.93,44739.63,45290.36,46322.23,47202.85,48148.65,48850.51,48546.81,46492.93,47598.98,48133.26,48556.68,49004.96,49658.96,50422.83,50940.32,51865.86,52758.75,53428.38,50644.65,53132.05,54104.72,54442.86,55026.58,55882.19,56764.28,57521.50
Major advanced economies (G7),"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,11065.47,12272.38,12942.71,13820.43,14955.02,15928.95,16656.87,17571.33,18929.89,20273.93,21429.93,22221.26,23027.41,23658.25,24722.16,25705.80,26730.36,27885.93,28822.80,29973.28,31603.70,32507.28,33200.81,34281.94,36010.72,37853.42,39798.30,41465.85,41993.74,40478.29,41943.34,43285.03,44501.12,46054.85,47347.66,48541.72,49956.96,51865.86,54019.07,55683.32,53418.18,58370.50,63665.02,66345.45,68463.80,70820.54,73307.97,75723.35
Major advanced economies (G7),Output gap,Percent of potential GDP,,-1.72,-1.57,-4.02,-3.40,-1.44,-0.81,-1.08,-0.85,0.50,1.22,1.05,-0.30,-0.53,-1.69,-0.98,-0.85,-0.63,-0.13,-0.06,0.37,1.33,-0.04,-1.22,-1.61,-0.91,-0.46,0.20,0.58,-0.93,-5.82,-4.32,-3.96,-3.76,-3.43,-2.78,-1.99,-1.74,-0.78,-0.09,0.20,-3.41,-0.60,-0.28,-0.91,-1.06,-0.74,-0.32,-0.12
Major advanced economies (G7),Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,50.55,50.65,50.42,50.85,51.11,51.21,51.01,50.88,50.96,51.02,50.41,49.78,45.78,45.41,45.43,44.91,44.44,44.08,44.11,43.99,43.55,43.04,42.35,41.45,40.51,39.66,38.63,37.40,36.30,35.09,34.28,33.50,32.88,32.58,32.45,32.76,32.63,32.30,31.85,31.49,30.95,30.70,30.47,29.93,29.39,28.94,28.50,28.02
Major advanced economies (G7),Investment,Percent of GDP,,26.20,25.67,23.95,23.77,25.34,24.81,24.77,25.19,25.92,26.06,25.61,24.66,24.00,23.43,23.71,23.90,23.77,23.64,23.56,23.65,24.07,22.88,22.00,21.85,22.24,22.68,22.99,22.66,21.97,19.03,19.92,20.56,20.66,20.76,21.14,21.27,20.97,21.37,21.71,21.89,21.51,21.97,22.35,21.91,21.79,21.81,21.84,21.81
Major advanced economies (G7),Gross national savings,Percent of GDP,,23.31,23.48,22.35,21.35,22.72,22.18,22.20,22.53,23.75,23.57,22.87,22.87,22.13,21.72,21.93,22.35,23.44,23.73,23.61,23.06,23.13,22.01,20.92,20.43,21.02,21.16,21.82,21.29,19.74,17.73,18.93,19.78,20.35,20.39,21.18,21.42,21.03,21.71,21.85,21.95,21.33,22.30,21.97,22.01,22.29,22.48,22.53,22.46
Major advanced economies (G7),"Inflation, average consumer prices",Percent change,,12.41,10.29,7.28,4.77,4.61,3.90,2.07,2.75,3.19,4.43,4.44,4.35,3.18,2.83,2.19,2.26,2.18,1.95,1.24,1.37,2.12,1.92,1.29,1.75,1.98,2.32,2.34,2.16,3.19,-0.09,1.37,2.59,1.90,1.32,1.53,0.31,0.78,1.76,2.09,1.48,0.80,3.33,7.25,4.27,2.33,1.93,1.85,1.86
Major advanced economies (G7),"Inflation, end of period consumer prices",Percent change,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.71,2.62,2.21,2.18,2.23,1.66,1.15,1.80,2.23,1.14,1.93,1.51,2.40,2.39,1.82,3.04,1.17,1.14,1.64,2.58,1.61,1.29,0.78,0.49,1.58,1.79,1.72,1.61,0.64,5.56,6.85,3.15,2.02,1.89,1.84,1.88
Major advanced economies (G7),Volume of imports of goods and services,Percent change,,-2.22,0.03,-0.78,4.30,13.66,4.21,6.28,6.92,8.24,8.15,5.54,2.26,4.16,0.21,11.24,7.98,6.66,9.68,7.81,8.41,11.67,0.17,2.12,3.88,8.28,6.24,7.62,3.40,-0.68,-11.54,11.70,4.97,1.44,1.86,4.89,4.45,2.12,4.54,3.76,1.59,-10.23,10.01,7.66,1.16,1.84,2.33,2.46,2.31
Major advanced economies (G7),Volume of imports of goods,Percent change,,-3.59,-1.64,-1.17,5.28,14.35,5.04,7.53,6.59,8.82,7.25,4.56,3.32,6.47,0.82,10.90,9.01,6.68,10.44,8.38,9.26,12.62,-0.50,2.37,4.81,8.70,6.86,8.10,2.89,-1.04,-13.18,13.31,5.63,0.95,1.94,4.64,4.49,1.93,4.56,3.86,1.17,-7.38,10.30,6.94,0.39,1.38,2.26,2.38,2.18
Major advanced economies (G7),Volume of exports of goods and services,Percent change,,6.41,5.13,-1.48,1.52,9.89,4.61,1.79,4.34,8.23,8.98,7.63,5.94,4.58,1.77,7.87,8.54,5.84,11.14,3.80,4.22,11.04,-0.99,1.44,2.03,8.59,5.98,9.52,6.04,1.45,-13.08,12.67,6.14,2.72,1.77,4.34,3.00,1.58,4.85,3.02,0.91,-12.59,6.75,4.62,2.31,3.06,3.17,2.79,2.48
Major advanced economies (G7),Volume of exports of goods,Percent change,,5.91,4.74,-2.05,1.53,10.33,4.70,1.94,4.55,8.63,8.22,6.39,6.49,5.53,0.93,8.64,8.85,5.59,11.78,3.55,4.44,11.74,-1.35,0.84,2.09,8.11,6.24,9.79,5.17,1.10,-15.85,15.25,6.19,2.32,1.17,4.06,2.70,1.24,5.01,2.93,0.61,-10.72,8.09,3.46,1.05,2.59,3.08,2.81,2.47
