LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GRC,QGDP,VOLIDX,IDX,Q,2016-Q3,99.4741125,
GRC,QGDP,VOLIDX,IDX,Q,2016-Q4,100.0975435,
GRC,QGDP,VOLIDX,IDX,Q,2017-Q1,99.90181011,
GRC,QGDP,VOLIDX,IDX,Q,2017-Q2,100.4277942,
GRC,QGDP,VOLIDX,IDX,Q,2017-Q3,101.4889736,
GRC,QGDP,VOLIDX,IDX,Q,2017-Q4,100.5751331,
GRC,QGDP,VOLIDX,IDX,Q,2018-Q1,102.0045032,
GRC,QGDP,VOLIDX,IDX,Q,2018-Q2,102.1496473,
GRC,QGDP,VOLIDX,IDX,Q,2018-Q3,101.8710676,
GRC,QGDP,VOLIDX,IDX,Q,2018-Q4,102.5559252,
GRC,QGDP,VOLIDX,IDX,Q,2019-Q1,103.2050648,P
GRC,QGDP,VOLIDX,IDX,Q,2019-Q2,104.3492322,P
GRC,QGDP,VOLIDX,IDX,Q,2019-Q3,104.2477317,P
GRC,QGDP,VOLIDX,IDX,Q,2019-Q4,103.9680791,P
GRC,QGDP,VOLIDX,IDX,Q,2020-Q1,101.7441421,P
GRC,QGDP,VOLIDX,IDX,Q,2020-Q2,88.19407242,P
GRC,QGDP,VOLIDX,IDX,Q,2020-Q3,92.98965495,P
GRC,QGDP,VOLIDX,IDX,Q,2020-Q4,96.83505824,P
GRC,QGDP,VOLIDX,IDX,Q,2021-Q1,99.92997265,P
GRC,QGDP,VOLIDX,IDX,Q,2021-Q2,101.4429491,P
GRC,QGDP,VOLIDX,IDX,Q,2021-Q3,103.9104633,P
GRC,QGDP,VOLIDX,IDX,Q,2021-Q4,104.8706138,P
GRC,QGDP,VOLIDX,IDX,Q,2022-Q1,107.8838173,P
GRC,QGDP,VOLIDX,IDX,Q,2022-Q2,109.2091661,P
HUN,QGDP,VOLIDX,IDX,Q,1995-Q1,63.54887824,
HUN,QGDP,VOLIDX,IDX,Q,1995-Q2,63.40683992,
HUN,QGDP,VOLIDX,IDX,Q,1995-Q3,63.39482798,
HUN,QGDP,VOLIDX,IDX,Q,1995-Q4,63.13531289,
HUN,QGDP,VOLIDX,IDX,Q,1996-Q1,63.55149799,
HUN,QGDP,VOLIDX,IDX,Q,1996-Q2,63.14642108,
HUN,QGDP,VOLIDX,IDX,Q,1996-Q3,63.03735267,
HUN,QGDP,VOLIDX,IDX,Q,1996-Q4,63.83429335,
HUN,QGDP,VOLIDX,IDX,Q,1997-Q1,64.49482417,
HUN,QGDP,VOLIDX,IDX,Q,1997-Q2,65.14367481,
HUN,QGDP,VOLIDX,IDX,Q,1997-Q3,65.72559034,
HUN,QGDP,VOLIDX,IDX,Q,1997-Q4,66.27987841,
HUN,QGDP,VOLIDX,IDX,Q,1998-Q1,66.84669322,
HUN,QGDP,VOLIDX,IDX,Q,1998-Q2,67.86433327,
HUN,QGDP,VOLIDX,IDX,Q,1998-Q3,68.48734108,
HUN,QGDP,VOLIDX,IDX,Q,1998-Q4,68.51206279,
HUN,QGDP,VOLIDX,IDX,Q,1999-Q1,68.54681733,
HUN,QGDP,VOLIDX,IDX,Q,1999-Q2,69.25737502,
HUN,QGDP,VOLIDX,IDX,Q,1999-Q3,70.56713398,
HUN,QGDP,VOLIDX,IDX,Q,1999-Q4,71.35827462,
HUN,QGDP,VOLIDX,IDX,Q,2000-Q1,71.93896608,
HUN,QGDP,VOLIDX,IDX,Q,2000-Q2,72.72607985,
HUN,QGDP,VOLIDX,IDX,Q,2000-Q3,73.37097227,
HUN,QGDP,VOLIDX,IDX,Q,2000-Q4,74.77832538,
HUN,QGDP,VOLIDX,IDX,Q,2001-Q1,75.29534213,
HUN,QGDP,VOLIDX,IDX,Q,2001-Q2,75.88697017,
HUN,QGDP,VOLIDX,IDX,Q,2001-Q3,76.57206254,
HUN,QGDP,VOLIDX,IDX,Q,2001-Q4,77.14117678,
HUN,QGDP,VOLIDX,IDX,Q,2002-Q1,78.92114025,
HUN,QGDP,VOLIDX,IDX,Q,2002-Q2,79.32562228,
HUN,QGDP,VOLIDX,IDX,Q,2002-Q3,80.05244756,
HUN,QGDP,VOLIDX,IDX,Q,2002-Q4,81.03334251,
HUN,QGDP,VOLIDX,IDX,Q,2003-Q1,81.66208173,
HUN,QGDP,VOLIDX,IDX,Q,2003-Q2,82.50838576,
HUN,QGDP,VOLIDX,IDX,Q,2003-Q3,83.49278134,
HUN,QGDP,VOLIDX,IDX,Q,2003-Q4,84.34146488,
HUN,QGDP,VOLIDX,IDX,Q,2004-Q1,85.64013855,
HUN,QGDP,VOLIDX,IDX,Q,2004-Q2,86.66062714,
HUN,QGDP,VOLIDX,IDX,Q,2004-Q3,87.70684416,
HUN,QGDP,VOLIDX,IDX,Q,2004-Q4,88.02907301,
HUN,QGDP,VOLIDX,IDX,Q,2005-Q1,88.91690404,
HUN,QGDP,VOLIDX,IDX,Q,2005-Q2,90.63470286,
HUN,QGDP,VOLIDX,IDX,Q,2005-Q3,91.30424835,
HUN,QGDP,VOLIDX,IDX,Q,2005-Q4,92.33614256,
HUN,QGDP,VOLIDX,IDX,Q,2006-Q1,93.06764678,
HUN,QGDP,VOLIDX,IDX,Q,2006-Q2,94.38932617,
HUN,QGDP,VOLIDX,IDX,Q,2006-Q3,94.90109198,
HUN,QGDP,VOLIDX,IDX,Q,2006-Q4,95.82443258,
HUN,QGDP,VOLIDX,IDX,Q,2007-Q1,94.61602006,
HUN,QGDP,VOLIDX,IDX,Q,2007-Q2,94.50011057,
HUN,QGDP,VOLIDX,IDX,Q,2007-Q3,94.98579331,
HUN,QGDP,VOLIDX,IDX,Q,2007-Q4,95.29349343,
HUN,QGDP,VOLIDX,IDX,Q,2008-Q1,96.14031226,
HUN,QGDP,VOLIDX,IDX,Q,2008-Q2,96.73745436,
HUN,QGDP,VOLIDX,IDX,Q,2008-Q3,96.53399499,
HUN,QGDP,VOLIDX,IDX,Q,2008-Q4,93.15886888,
HUN,QGDP,VOLIDX,IDX,Q,2009-Q1,89.32224406,
HUN,QGDP,VOLIDX,IDX,Q,2009-Q2,89.36301602,
HUN,QGDP,VOLIDX,IDX,Q,2009-Q3,89.3461993,
HUN,QGDP,VOLIDX,IDX,Q,2009-Q4,89.30956861,
HUN,QGDP,VOLIDX,IDX,Q,2010-Q1,89.34764074,
HUN,QGDP,VOLIDX,IDX,Q,2010-Q2,90.05899921,
HUN,QGDP,VOLIDX,IDX,Q,2010-Q3,90.79655516,
HUN,QGDP,VOLIDX,IDX,Q,2010-Q4,90.76637659,
HUN,QGDP,VOLIDX,IDX,Q,2011-Q1,91.60437523,
HUN,QGDP,VOLIDX,IDX,Q,2011-Q2,91.51994846,
HUN,QGDP,VOLIDX,IDX,Q,2011-Q3,91.73019171,
HUN,QGDP,VOLIDX,IDX,Q,2011-Q4,92.89369102,
HUN,QGDP,VOLIDX,IDX,Q,2012-Q1,91.24548137,
HUN,QGDP,VOLIDX,IDX,Q,2012-Q2,90.65362452,
HUN,QGDP,VOLIDX,IDX,Q,2012-Q3,90.97195235,
HUN,QGDP,VOLIDX,IDX,Q,2012-Q4,90.85163848,
HUN,QGDP,VOLIDX,IDX,Q,2013-Q1,91.02777927,
HUN,QGDP,VOLIDX,IDX,Q,2013-Q2,91.91056528,
HUN,QGDP,VOLIDX,IDX,Q,2013-Q3,93.35122006,
HUN,QGDP,VOLIDX,IDX,Q,2013-Q4,94.16631594,
HUN,QGDP,VOLIDX,IDX,Q,2014-Q1,94.90013102,
HUN,QGDP,VOLIDX,IDX,Q,2014-Q2,96.15445203,
HUN,QGDP,VOLIDX,IDX,Q,2014-Q3,97.07172947,
HUN,QGDP,VOLIDX,IDX,Q,2014-Q4,97.61647663,
HUN,QGDP,VOLIDX,IDX,Q,2015-Q1,99.23783674,
HUN,QGDP,VOLIDX,IDX,Q,2015-Q2,99.35231624,
HUN,QGDP,VOLIDX,IDX,Q,2015-Q3,100.0977314,
HUN,QGDP,VOLIDX,IDX,Q,2015-Q4,101.1339499,
HUN,QGDP,VOLIDX,IDX,Q,2016-Q1,100.5971307,
HUN,QGDP,VOLIDX,IDX,Q,2016-Q2,101.945019,
HUN,QGDP,VOLIDX,IDX,Q,2016-Q3,102.4655706,
HUN,QGDP,VOLIDX,IDX,Q,2016-Q4,103.3689371,
HUN,QGDP,VOLIDX,IDX,Q,2017-Q1,104.8248413,
HUN,QGDP,VOLIDX,IDX,Q,2017-Q2,106.1102218,
HUN,QGDP,VOLIDX,IDX,Q,2017-Q3,107.0552068,
HUN,QGDP,VOLIDX,IDX,Q,2017-Q4,108.6063485,
HUN,QGDP,VOLIDX,IDX,Q,2018-Q1,110.5423185,
HUN,QGDP,VOLIDX,IDX,Q,2018-Q2,111.5766379,
HUN,QGDP,VOLIDX,IDX,Q,2018-Q3,113.1916718,
HUN,QGDP,VOLIDX,IDX,Q,2018-Q4,114.3366613,
HUN,QGDP,VOLIDX,IDX,Q,2019-Q1,116.5090579,
HUN,QGDP,VOLIDX,IDX,Q,2019-Q2,116.9750941,
HUN,QGDP,VOLIDX,IDX,Q,2019-Q3,118.6127454,
HUN,QGDP,VOLIDX,IDX,Q,2019-Q4,119.2058091,
HUN,QGDP,VOLIDX,IDX,Q,2020-Q1,118.60978,
HUN,QGDP,VOLIDX,IDX,Q,2020-Q2,101.5299717,
HUN,QGDP,VOLIDX,IDX,Q,2020-Q3,113.6120384,
HUN,QGDP,VOLIDX,IDX,Q,2020-Q4,115.2026069,
HUN,QGDP,VOLIDX,IDX,Q,2021-Q1,116.4698356,
HUN,QGDP,VOLIDX,IDX,Q,2021-Q2,119.2651116,
HUN,QGDP,VOLIDX,IDX,Q,2021-Q3,121.2926185,
HUN,QGDP,VOLIDX,IDX,Q,2021-Q4,123.8397635,
HUN,QGDP,VOLIDX,IDX,Q,2022-Q1,125.8211998,
HUN,QGDP,VOLIDX,IDX,Q,2022-Q2,126.8277693,
HUN,QGDP,VOLIDX,IDX,Q,2022-Q3,126.3204583,
ISL,QGDP,VOLIDX,IDX,Q,1995-Q1,51.50721884,
ISL,QGDP,VOLIDX,IDX,Q,1995-Q2,52.7372522,
ISL,QGDP,VOLIDX,IDX,Q,1995-Q3,52.26601489,
ISL,QGDP,VOLIDX,IDX,Q,1995-Q4,52.29649843,
ISL,QGDP,VOLIDX,IDX,Q,1996-Q1,54.64984955,
ISL,QGDP,VOLIDX,IDX,Q,1996-Q2,54.79755042,
ISL,QGDP,VOLIDX,IDX,Q,1996-Q3,53.8470973,
ISL,QGDP,VOLIDX,IDX,Q,1996-Q4,55.04896004,
ISL,QGDP,VOLIDX,IDX,Q,1997-Q1,57.33967645,
ISL,QGDP,VOLIDX,IDX,Q,1997-Q2,57.71791676,
ISL,QGDP,VOLIDX,IDX,Q,1997-Q3,57.11319663,
ISL,QGDP,VOLIDX,IDX,Q,1997-Q4,58.7746056,
ISL,QGDP,VOLIDX,IDX,Q,1998-Q1,57.25892202,
ISL,QGDP,VOLIDX,IDX,Q,1998-Q2,63.02320543,
ISL,QGDP,VOLIDX,IDX,Q,1998-Q3,62.80740006,
ISL,QGDP,VOLIDX,IDX,Q,1998-Q4,64.85991772,
ISL,QGDP,VOLIDX,IDX,Q,1999-Q1,64.65873127,
ISL,QGDP,VOLIDX,IDX,Q,1999-Q2,63.19618601,
ISL,QGDP,VOLIDX,IDX,Q,1999-Q3,63.66369774,
ISL,QGDP,VOLIDX,IDX,Q,1999-Q4,66.43540073,
ISL,QGDP,VOLIDX,IDX,Q,2000-Q1,66.38743633,
ISL,QGDP,VOLIDX,IDX,Q,2000-Q2,67.06343363,
ISL,QGDP,VOLIDX,IDX,Q,2000-Q3,69.06547412,
ISL,QGDP,VOLIDX,IDX,Q,2000-Q4,68.29678967,
ISL,QGDP,VOLIDX,IDX,Q,2001-Q1,68.64015988,
ISL,QGDP,VOLIDX,IDX,Q,2001-Q2,70.80432683,
ISL,QGDP,VOLIDX,IDX,Q,2001-Q3,69.07777308,
ISL,QGDP,VOLIDX,IDX,Q,2001-Q4,73.1599525,
ISL,QGDP,VOLIDX,IDX,Q,2002-Q1,68.94188598,
ISL,QGDP,VOLIDX,IDX,Q,2002-Q2,71.39271016,
ISL,QGDP,VOLIDX,IDX,Q,2002-Q3,70.78333066,
ISL,QGDP,VOLIDX,IDX,Q,2002-Q4,72.1403512,
ISL,QGDP,VOLIDX,IDX,Q,2003-Q1,73.29693954,
ISL,QGDP,VOLIDX,IDX,Q,2003-Q2,71.16733583,
ISL,QGDP,VOLIDX,IDX,Q,2003-Q3,71.3036321,
ISL,QGDP,VOLIDX,IDX,Q,2003-Q4,73.55971277,
ISL,QGDP,VOLIDX,IDX,Q,2004-Q1,76.44473619,
ISL,QGDP,VOLIDX,IDX,Q,2004-Q2,75.74259875,
ISL,QGDP,VOLIDX,IDX,Q,2004-Q3,79.39958869,
ISL,QGDP,VOLIDX,IDX,Q,2004-Q4,80.31519331,
ISL,QGDP,VOLIDX,IDX,Q,2005-Q1,78.0644535,
ISL,QGDP,VOLIDX,IDX,Q,2005-Q2,83.64157635,
ISL,QGDP,VOLIDX,IDX,Q,2005-Q3,83.9425105,
ISL,QGDP,VOLIDX,IDX,Q,2005-Q4,85.35583151,
ISL,QGDP,VOLIDX,IDX,Q,2006-Q1,84.92013336,
ISL,QGDP,VOLIDX,IDX,Q,2006-Q2,88.69319268,
ISL,QGDP,VOLIDX,IDX,Q,2006-Q3,88.73065902,
ISL,QGDP,VOLIDX,IDX,Q,2006-Q4,89.56990998,
ISL,QGDP,VOLIDX,IDX,Q,2007-Q1,90.81220336,
ISL,QGDP,VOLIDX,IDX,Q,2007-Q2,96.37926877,
ISL,QGDP,VOLIDX,IDX,Q,2007-Q3,95.29167132,
ISL,QGDP,VOLIDX,IDX,Q,2007-Q4,99.18457913,
ISL,QGDP,VOLIDX,IDX,Q,2008-Q1,96.1694468,
ISL,QGDP,VOLIDX,IDX,Q,2008-Q2,100.1810028,
ISL,QGDP,VOLIDX,IDX,Q,2008-Q3,94.36570383,
ISL,QGDP,VOLIDX,IDX,Q,2008-Q4,99.38450369,
ISL,QGDP,VOLIDX,IDX,Q,2009-Q1,89.60523314,
ISL,QGDP,VOLIDX,IDX,Q,2009-Q2,89.64145065,
ISL,QGDP,VOLIDX,IDX,Q,2009-Q3,90.53950882,
ISL,QGDP,VOLIDX,IDX,Q,2009-Q4,90.4178932,
ISL,QGDP,VOLIDX,IDX,Q,2010-Q1,85.09128575,
ISL,QGDP,VOLIDX,IDX,Q,2010-Q2,88.45759871,
ISL,QGDP,VOLIDX,IDX,Q,2010-Q3,86.56795179,
ISL,QGDP,VOLIDX,IDX,Q,2010-Q4,89.88347854,
ISL,QGDP,VOLIDX,IDX,Q,2011-Q1,86.36412621,
ISL,QGDP,VOLIDX,IDX,Q,2011-Q2,88.59619189,
ISL,QGDP,VOLIDX,IDX,Q,2011-Q3,90.1071449,
ISL,QGDP,VOLIDX,IDX,Q,2011-Q4,91.39308472,
ISL,QGDP,VOLIDX,IDX,Q,2012-Q1,88.60240454,
ISL,QGDP,VOLIDX,IDX,Q,2012-Q2,89.69720896,
ISL,QGDP,VOLIDX,IDX,Q,2012-Q3,90.32127619,
ISL,QGDP,VOLIDX,IDX,Q,2012-Q4,91.63110277,
ISL,QGDP,VOLIDX,IDX,Q,2013-Q1,92.41404981,
ISL,QGDP,VOLIDX,IDX,Q,2013-Q2,93.73989598,
ISL,QGDP,VOLIDX,IDX,Q,2013-Q3,93.74851416,
ISL,QGDP,VOLIDX,IDX,Q,2013-Q4,96.7498615,
ISL,QGDP,VOLIDX,IDX,Q,2014-Q1,94.24650314,
ISL,QGDP,VOLIDX,IDX,Q,2014-Q2,94.10262722,
ISL,QGDP,VOLIDX,IDX,Q,2014-Q3,97.58272972,
ISL,QGDP,VOLIDX,IDX,Q,2014-Q4,97.07539592,
ISL,QGDP,VOLIDX,IDX,Q,2015-Q1,95.66842377,
ISL,QGDP,VOLIDX,IDX,Q,2015-Q2,101.3134319,
ISL,QGDP,VOLIDX,IDX,Q,2015-Q3,101.0305885,
ISL,QGDP,VOLIDX,IDX,Q,2015-Q4,101.9875558,
ISL,QGDP,VOLIDX,IDX,Q,2016-Q1,99.27782369,
ISL,QGDP,VOLIDX,IDX,Q,2016-Q2,105.8675399,
ISL,QGDP,VOLIDX,IDX,Q,2016-Q3,108.5982465,
ISL,QGDP,VOLIDX,IDX,Q,2016-Q4,111.4711385,
ISL,QGDP,VOLIDX,IDX,Q,2017-Q1,107.199788,
ISL,QGDP,VOLIDX,IDX,Q,2017-Q2,110.4650256,
ISL,QGDP,VOLIDX,IDX,Q,2017-Q3,111.2974647,
ISL,QGDP,VOLIDX,IDX,Q,2017-Q4,114.0900112,
ISL,QGDP,VOLIDX,IDX,Q,2018-Q1,114.4764131,
ISL,QGDP,VOLIDX,IDX,Q,2018-Q2,116.2047788,
ISL,QGDP,VOLIDX,IDX,Q,2018-Q3,116.444626,
ISL,QGDP,VOLIDX,IDX,Q,2018-Q4,117.5864043,
ISL,QGDP,VOLIDX,IDX,Q,2019-Q1,118.3648514,
ISL,QGDP,VOLIDX,IDX,Q,2019-Q2,118.2320709,
ISL,QGDP,VOLIDX,IDX,Q,2019-Q3,117.7531666,
ISL,QGDP,VOLIDX,IDX,Q,2019-Q4,121.5870529,
ISL,QGDP,VOLIDX,IDX,Q,2020-Q1,113.5353856,
ISL,QGDP,VOLIDX,IDX,Q,2020-Q2,106.124496,
ISL,QGDP,VOLIDX,IDX,Q,2020-Q3,109.009813,
ISL,QGDP,VOLIDX,IDX,Q,2020-Q4,114.7024191,
ISL,QGDP,VOLIDX,IDX,Q,2021-Q1,110.298573,
ISL,QGDP,VOLIDX,IDX,Q,2021-Q2,115.582184,
ISL,QGDP,VOLIDX,IDX,Q,2021-Q3,116.654846,
ISL,QGDP,VOLIDX,IDX,Q,2021-Q4,120.3583834,
ISL,QGDP,VOLIDX,IDX,Q,2022-Q1,119.3296992,
ISL,QGDP,VOLIDX,IDX,Q,2022-Q2,123.9745012,
IRL,QGDP,VOLIDX,IDX,Q,1997-Q1,40.32075705,
IRL,QGDP,VOLIDX,IDX,Q,1997-Q2,42.15285813,
IRL,QGDP,VOLIDX,IDX,Q,1997-Q3,42.85968896,
IRL,QGDP,VOLIDX,IDX,Q,1997-Q4,43.55734822,
IRL,QGDP,VOLIDX,IDX,Q,1998-Q1,44.55618933,
IRL,QGDP,VOLIDX,IDX,Q,1998-Q2,45.71204184,
IRL,QGDP,VOLIDX,IDX,Q,1998-Q3,47.4171254,
IRL,QGDP,VOLIDX,IDX,Q,1998-Q4,46.27272883,
IRL,QGDP,VOLIDX,IDX,Q,1999-Q1,48.88776035,
IRL,QGDP,VOLIDX,IDX,Q,1999-Q2,49.44437807,
IRL,QGDP,VOLIDX,IDX,Q,1999-Q3,51.44826668,
IRL,QGDP,VOLIDX,IDX,Q,1999-Q4,52.62980363,
IRL,QGDP,VOLIDX,IDX,Q,2000-Q1,53.13797336,
IRL,QGDP,VOLIDX,IDX,Q,2000-Q2,54.53234161,
IRL,QGDP,VOLIDX,IDX,Q,2000-Q3,55.72260766,
IRL,QGDP,VOLIDX,IDX,Q,2000-Q4,56.30369985,
IRL,QGDP,VOLIDX,IDX,Q,2001-Q1,57.19173196,
IRL,QGDP,VOLIDX,IDX,Q,2001-Q2,57.85464117,
IRL,QGDP,VOLIDX,IDX,Q,2001-Q3,57.56532062,
IRL,QGDP,VOLIDX,IDX,Q,2001-Q4,58.65625995,
IRL,QGDP,VOLIDX,IDX,Q,2002-Q1,59.80416875,
IRL,QGDP,VOLIDX,IDX,Q,2002-Q2,60.08079875,
IRL,QGDP,VOLIDX,IDX,Q,2002-Q3,61.2643468,
IRL,QGDP,VOLIDX,IDX,Q,2002-Q4,62.21410514,
IRL,QGDP,VOLIDX,IDX,Q,2003-Q1,62.05696254,
IRL,QGDP,VOLIDX,IDX,Q,2003-Q2,62.44939813,
IRL,QGDP,VOLIDX,IDX,Q,2003-Q3,62.39205979,
IRL,QGDP,VOLIDX,IDX,Q,2003-Q4,66.32829637,
IRL,QGDP,VOLIDX,IDX,Q,2004-Q1,65.9538307,
IRL,QGDP,VOLIDX,IDX,Q,2004-Q2,67.36560446,
IRL,QGDP,VOLIDX,IDX,Q,2004-Q3,66.65562125,
IRL,QGDP,VOLIDX,IDX,Q,2004-Q4,69.01272923,
IRL,QGDP,VOLIDX,IDX,Q,2005-Q1,70.03375175,
IRL,QGDP,VOLIDX,IDX,Q,2005-Q2,71.69853426,
IRL,QGDP,VOLIDX,IDX,Q,2005-Q3,70.34340464,
IRL,QGDP,VOLIDX,IDX,Q,2005-Q4,73.11037687,
IRL,QGDP,VOLIDX,IDX,Q,2006-Q1,74.54298706,
IRL,QGDP,VOLIDX,IDX,Q,2006-Q2,74.66415334,
IRL,QGDP,VOLIDX,IDX,Q,2006-Q3,75.13127956,
IRL,QGDP,VOLIDX,IDX,Q,2006-Q4,75.8088579,
IRL,QGDP,VOLIDX,IDX,Q,2007-Q1,79.99048503,
IRL,QGDP,VOLIDX,IDX,Q,2007-Q2,79.09687126,
IRL,QGDP,VOLIDX,IDX,Q,2007-Q3,77.01818155,
IRL,QGDP,VOLIDX,IDX,Q,2007-Q4,79.88528667,
IRL,QGDP,VOLIDX,IDX,Q,2008-Q1,77.87957882,
IRL,QGDP,VOLIDX,IDX,Q,2008-Q2,76.60346642,
IRL,QGDP,VOLIDX,IDX,Q,2008-Q3,75.66886193,
IRL,QGDP,VOLIDX,IDX,Q,2008-Q4,72.18394406,
IRL,QGDP,VOLIDX,IDX,Q,2009-Q1,72.2623895,
IRL,QGDP,VOLIDX,IDX,Q,2009-Q2,72.29134984,
IRL,QGDP,VOLIDX,IDX,Q,2009-Q3,71.49934255,
IRL,QGDP,VOLIDX,IDX,Q,2009-Q4,68.9628213,
IRL,QGDP,VOLIDX,IDX,Q,2010-Q1,71.96373885,
IRL,QGDP,VOLIDX,IDX,Q,2010-Q2,72.45563983,
IRL,QGDP,VOLIDX,IDX,Q,2010-Q3,72.55720989,
IRL,QGDP,VOLIDX,IDX,Q,2010-Q4,71.22406923,
IRL,QGDP,VOLIDX,IDX,Q,2011-Q1,73.62621021,
IRL,QGDP,VOLIDX,IDX,Q,2011-Q2,74.50212763,
IRL,QGDP,VOLIDX,IDX,Q,2011-Q3,73.46198049,
IRL,QGDP,VOLIDX,IDX,Q,2011-Q4,73.31756437,
IRL,QGDP,VOLIDX,IDX,Q,2012-Q1,73.30649765,
IRL,QGDP,VOLIDX,IDX,Q,2012-Q2,74.2585147,
IRL,QGDP,VOLIDX,IDX,Q,2012-Q3,73.54541588,
IRL,QGDP,VOLIDX,IDX,Q,2012-Q4,73.53748041,
IRL,QGDP,VOLIDX,IDX,Q,2013-Q1,72.95304891,
IRL,QGDP,VOLIDX,IDX,Q,2013-Q2,74.17614263,
IRL,QGDP,VOLIDX,IDX,Q,2013-Q3,76.52471934,
IRL,QGDP,VOLIDX,IDX,Q,2013-Q4,75.58913821,
IRL,QGDP,VOLIDX,IDX,Q,2014-Q1,78.46748023,
IRL,QGDP,VOLIDX,IDX,Q,2014-Q2,80.91594995,
IRL,QGDP,VOLIDX,IDX,Q,2014-Q3,82.38468881,
IRL,QGDP,VOLIDX,IDX,Q,2014-Q4,82.11559279,
IRL,QGDP,VOLIDX,IDX,Q,2015-Q1,99.37491575,
IRL,QGDP,VOLIDX,IDX,Q,2015-Q2,96.83152881,
IRL,QGDP,VOLIDX,IDX,Q,2015-Q3,100.3153626,
IRL,QGDP,VOLIDX,IDX,Q,2015-Q4,101.3279712,
IRL,QGDP,VOLIDX,IDX,Q,2016-Q1,97.75239191,
IRL,QGDP,VOLIDX,IDX,Q,2016-Q2,99.12465562,
IRL,QGDP,VOLIDX,IDX,Q,2016-Q3,99.60914151,
IRL,QGDP,VOLIDX,IDX,Q,2016-Q4,110.3458763,
IRL,QGDP,VOLIDX,IDX,Q,2017-Q1,105.6457216,
IRL,QGDP,VOLIDX,IDX,Q,2017-Q2,107.5776217,
IRL,QGDP,VOLIDX,IDX,Q,2017-Q3,113.316685,
IRL,QGDP,VOLIDX,IDX,Q,2017-Q4,118.9178118,
IRL,QGDP,VOLIDX,IDX,Q,2018-Q1,118.657616,
IRL,QGDP,VOLIDX,IDX,Q,2018-Q2,121.3769909,
IRL,QGDP,VOLIDX,IDX,Q,2018-Q3,121.8856597,
IRL,QGDP,VOLIDX,IDX,Q,2018-Q4,122.8528275,
IRL,QGDP,VOLIDX,IDX,Q,2019-Q1,124.7939643,
IRL,QGDP,VOLIDX,IDX,Q,2019-Q2,127.026284,
IRL,QGDP,VOLIDX,IDX,Q,2019-Q3,129.4845203,
IRL,QGDP,VOLIDX,IDX,Q,2019-Q4,130.7452573,
IRL,QGDP,VOLIDX,IDX,Q,2020-Q1,134.2118235,
IRL,QGDP,VOLIDX,IDX,Q,2020-Q2,126.7902455,
IRL,QGDP,VOLIDX,IDX,Q,2020-Q3,143.6149144,
IRL,QGDP,VOLIDX,IDX,Q,2020-Q4,136.2856989,
IRL,QGDP,VOLIDX,IDX,Q,2021-Q1,148.5857157,
IRL,QGDP,VOLIDX,IDX,Q,2021-Q2,151.4768523,
IRL,QGDP,VOLIDX,IDX,Q,2021-Q3,158.1985292,
IRL,QGDP,VOLIDX,IDX,Q,2021-Q4,155.2661592,
IRL,QGDP,VOLIDX,IDX,Q,2022-Q1,164.8751969,
IRL,QGDP,VOLIDX,IDX,Q,2022-Q2,167.8122968,
ITA,QGDP,VOLIDX,IDX,Q,1981-Q1,67.3909226,E
ITA,QGDP,VOLIDX,IDX,Q,1981-Q2,67.52233314,E
ITA,QGDP,VOLIDX,IDX,Q,1981-Q3,67.55360293,E
ITA,QGDP,VOLIDX,IDX,Q,1981-Q4,68.10189984,E
ITA,QGDP,VOLIDX,IDX,Q,1982-Q1,68.07498385,E
ITA,QGDP,VOLIDX,IDX,Q,1982-Q2,67.88153262,E
ITA,QGDP,VOLIDX,IDX,Q,1982-Q3,67.84522446,E
ITA,QGDP,VOLIDX,IDX,Q,1982-Q4,67.6479517,E
ITA,QGDP,VOLIDX,IDX,Q,1983-Q1,67.83720933,E
ITA,QGDP,VOLIDX,IDX,Q,1983-Q2,67.75552744,E
ITA,QGDP,VOLIDX,IDX,Q,1983-Q3,69.01729042,E
ITA,QGDP,VOLIDX,IDX,Q,1983-Q4,70.5472654,E
ITA,QGDP,VOLIDX,IDX,Q,1984-Q1,70.40891314,E
ITA,QGDP,VOLIDX,IDX,Q,1984-Q2,70.63560494,E
ITA,QGDP,VOLIDX,IDX,Q,1984-Q3,71.46731625,E
ITA,QGDP,VOLIDX,IDX,Q,1984-Q4,71.47878274,E
ITA,QGDP,VOLIDX,IDX,Q,1985-Q1,71.88744665,E
ITA,QGDP,VOLIDX,IDX,Q,1985-Q2,72.83699581,E
ITA,QGDP,VOLIDX,IDX,Q,1985-Q3,73.42043172,E
ITA,QGDP,VOLIDX,IDX,Q,1985-Q4,73.9099962,E
ITA,QGDP,VOLIDX,IDX,Q,1986-Q1,74.37058844,E
ITA,QGDP,VOLIDX,IDX,Q,1986-Q2,74.85162683,E
ITA,QGDP,VOLIDX,IDX,Q,1986-Q3,75.59873785,E
ITA,QGDP,VOLIDX,IDX,Q,1986-Q4,75.90913884,E
ITA,QGDP,VOLIDX,IDX,Q,1987-Q1,76.2200813,E
ITA,QGDP,VOLIDX,IDX,Q,1987-Q2,77.37434433,E
ITA,QGDP,VOLIDX,IDX,Q,1987-Q3,77.59767888,E
ITA,QGDP,VOLIDX,IDX,Q,1987-Q4,78.43262624,E
ITA,QGDP,VOLIDX,IDX,Q,1988-Q1,79.5869268,E
